Volume (m3),Surface (m2),Head (m)
1050000000,36260729.75,102.579569
1044000000,36119325.42,102.3931784
1038000000,35977662.28,102.2060581
1032000000,35835738.35,102.018201
1026000000,35693551.63,101.8295999
1020000000,35551100.1,101.6402476
1014000000,35408381.69,101.4501364
1008000000,35265394.33,101.2592591
1002000000,35122135.9,101.0676078
996000000,34978604.26,100.8751747
990000000,34834797.24,100.6819521
984000000,34690712.63,100.4879317
978000000,34546348.21,100.2931055
972000000,34401701.71,100.0974652
966000000,34256770.83,99.90100228
960000000,34111553.24,99.70370817
954000000,33966046.57,99.50557415
948000000,33820248.43,99.30659135
942000000,33674156.38,99.10675074
936000000,33527767.95,98.90604314
930000000,33381080.64,98.70445921
924000000,33234091.9,98.50198946
918000000,33086799.15,98.29862422
912000000,32939199.77,98.09435366
906000000,32791291.08,97.88916777
900000000,32643070.4,97.68305636
894000000,32494534.98,97.47600908
888000000,32345682.02,97.26801536
882000000,32196508.7,97.05906447
876000000,32047012.14,96.84914546
870000000,31897189.42,96.6382472
864000000,31747037.57,96.42635834
858000000,31596553.58,96.21346733
852000000,31445734.38,95.99956238
846000000,31294576.85,95.78463151
840000000,31143077.83,95.56866249
834000000,30991234.1,95.35164287
828000000,30839042.39,95.13355994
822000000,30686499.37,94.91440076
816000000,30533601.64,94.69415214
810000000,30380345.79,94.47280062
804000000,30226728.29,94.25033248
798000000,30072745.59,94.02673372
792000000,29918394.07,93.80199005
786000000,29763670.03,93.57608691
780000000,29608569.73,93.34900944
774000000,29453089.34,93.12074245
768000000,29297224.98,92.89127046
762000000,29140972.69,92.66057765
756000000,28984328.43,92.42864788
750000000,28827288.1,92.19546466
744000000,28669847.52,91.96101114
738000000,28512002.42,91.72527012
732000000,28353748.47,91.48822401
726000000,28195081.24,91.24985486
720000000,28035996.22,91.01014428
714000000,27876488.82,90.76907352
708000000,27716554.36,90.52662336
702000000,27556188.05,90.28277418
696000000,27395385.03,90.03750589
690000000,27234140.32,89.79079795
684000000,27072448.85,89.54262933
678000000,26910305.45,89.2929785
672000000,26747704.85,89.04182346
666000000,26584641.65,88.78914162
660000000,26421110.35,88.53490991
654000000,26257105.33,88.27910464
648000000,26092620.86,88.02170159
642000000,25927651.07,87.7626759
636000000,25762189.98,87.50200211
630000000,25596231.47,87.23965411
624000000,25429769.29,86.97560511
618000000,25262797.03,86.70982767
612000000,25095308.16,86.44229359
606000000,24927296,86.17297396
600000000,24758753.7,85.9018391
594000000,24589674.27,85.62885851
588000000,24420050.54,85.3540009
582000000,24249875.18,85.07723411
576000000,24079140.67,84.79852508
570000000,23907839.34,84.51783985
564000000,23735963.29,84.2351435
558000000,23563504.45,83.95040009
552000000,23390454.56,83.66357267
546000000,23216805.13,83.37462322
540000000,23042547.45,83.08351257
534000000,22867672.61,82.79020043
528000000,22692171.44,82.49464525
522000000,22516034.55,82.19680424
516000000,22339252.28,81.89663331
510000000,22161814.73,81.59408697
504000000,21983711.71,81.2891183
498000000,21804932.75,80.9816789
492000000,21625467.12,80.6717188
486000000,21445303.73,80.35918641
480000000,21264431.22,80.0440284
474000000,21082837.88,79.72618971
468000000,20900511.64,79.40561336
462000000,20717440.12,79.08224046
456000000,20533610.5,78.75601005
450000000,20349009.63,78.42685901
444000000,20163623.91,78.09472201
438000000,19977439.34,77.75953132
432000000,19790441.45,77.42121673
426000000,19602615.32,77.07970545
420000000,19413945.53,76.73492191
414000000,19224416.18,76.38678767
408000000,19034010.78,76.03522126
402000000,18842712.33,75.68013797
396000000,18650503.2,75.32144974
390000000,18457365.17,74.95906493
384000000,18263279.34,74.59288812
378000000,18068226.15,74.22281991
372000000,17872185.31,73.84875668
366000000,17675135.75,73.47059033
360000000,17477055.62,73.08820803
354000000,17277922.23,72.70149191
348000000,17077711.96,72.31031877
342000000,16876400.28,71.91455972
336000000,16673961.64,71.51407982
330000000,16470369.43,71.10873769
324000000,16265595.93,70.69838508
318000000,16059612.21,70.28286639
312000000,15852388.08,69.86201818
306000000,15643891.99,69.43566859
300000000,15434090.95,69.00363678
294000000,15222950.46,68.5657322
288000000,15010434.36,68.12175393
282000000,14796504.73,67.67148988
276000000,14581121.79,67.21471585
270000000,14364243.75,66.75119465
264000000,14145826.65,66.28067499
258000000,13925824.2,65.80289032
252000000,13704187.62,65.31755753
246000000,13480865.41,64.8243755
240000000,13255803.16,64.32302348
234000000,13028943.28,63.81315931
228000000,12800224.76,63.29441738
222000000,12569582.83,62.76640641
216000000,12336948.66,62.22870686
210000000,12102248.95,61.68086806
204000000,11865405.55,61.122405
198000000,11626334.92,60.55279454
192000000,11384947.64,59.97147126
186000000,11141147.77,59.37782259
180000000,10894832.16,58.7711832
174000000,10645889.64,58.15082861
168000000,10394200.11,57.51596771
162000000,10139633.44,56.86573402
156000000,9882048.28,56.1991755
150000000,9621290.572,55.51524248
144000000,9357191.88,54.8127734
138000000,9089567.377,54.09047774
132000000,8818213.459,53.3469155
126000000,8542904.893,52.58047238
120000000,8263391.366,51.78932941
114000000,7979393.289,50.97142563
108000000,7690596.625,50.12441147
102000000,7396646.481,49.2455903
96000000,7097139.034,48.3318439
90000000,6791611.262,47.37953635
84000000,6479527.678,46.38438824
78000000,6160262.903,45.34130927
72000000,5833078.364,44.24417118
66000000,5497090.451,43.08549326
60000000,5151225.924,41.85599574
54000000,4794157.623,40.54394707
48000000,4424208.531,39.13417718
42000000,4039202.487,37.60652335
36000000,3636219.46,35.93325762
30000000,3211166.862,34.07455268
24000000,2757959.374,31.96981649
18000000,2266743.413,29.5192151
12000000,1719254.383,26.53755469
6000000,1071747.344,22.60639758
0,0,0
