Volume (m3),Surface (m2),Head (m)
2380000000,59749748.07,125.2708933
2366000000,59509885.2,125.0365827
2352000000,59269570.3,124.8013277
2338000000,59028799.83,124.5651188
2324000000,58787570.18,124.3279464
2310000000,58545877.71,124.0898009
2296000000,58303718.71,123.8506722
2282000000,58061089.43,123.6105502
2268000000,57817986.07,123.3694249
2254000000,57574404.75,123.1272857
2240000000,57330341.57,122.8841221
2226000000,57085792.55,122.6399233
2212000000,56840753.66,122.3946784
2198000000,56595220.81,122.1483763
2184000000,56349189.84,121.9010056
2170000000,56102656.54,121.6525548
2156000000,55855616.65,121.4030122
2142000000,55608065.8,121.152366
2128000000,55359999.61,120.9006039
2114000000,55111413.58,120.6477138
2100000000,54862303.19,120.3936829
2086000000,54612663.82,120.1384986
2072000000,54362490.79,119.8821478
2058000000,54111779.32,119.6246173
2044000000,53860524.61,119.3658936
2030000000,53608721.72,119.1059629
2016000000,53356365.67,118.8448114
2002000000,53103451.4,118.5824247
1988000000,52849973.75,118.3187884
1974000000,52595927.48,118.0538876
1960000000,52341307.28,117.7877073
1946000000,52086107.74,117.5202321
1932000000,51830323.35,117.2514464
1918000000,51573948.51,116.9813343
1904000000,51316977.55,116.7098794
1890000000,51059404.68,116.4370652
1876000000,50801224.01,116.1628748
1862000000,50542429.56,115.8872909
1848000000,50283015.24,115.6102959
1834000000,50022974.84,115.3318718
1820000000,49762302.07,115.0520004
1806000000,49500990.49,114.770663
1792000000,49239033.58,114.4878403
1778000000,48976424.69,114.2035131
1764000000,48713157.02,113.9176612
1750000000,48449223.7,113.6302646
1736000000,48184617.67,113.3413022
1722000000,47919331.8,113.0507531
1708000000,47653358.77,112.7585954
1694000000,47386691.16,112.4648071
1680000000,47119321.38,112.1693655
1666000000,46851241.72,111.8722475
1652000000,46582444.3,111.5734294
1638000000,46312921.1,111.2728869
1624000000,46042663.91,110.9705955
1610000000,45771664.4,110.6665297
1596000000,45499914.03,110.3606636
1582000000,45227404.13,110.0529707
1568000000,44954125.8,109.7434239
1554000000,44680070,109.4319953
1540000000,44405227.48,109.1186565
1526000000,44129588.79,108.8033783
1512000000,43853144.3,108.4861308
1498000000,43575884.16,108.1668835
1484000000,43297798.29,107.8456048
1470000000,43018876.42,107.5222628
1456000000,42739108.04,107.1968242
1442000000,42458482.4,106.8692554
1428000000,42176988.51,106.5395215
1414000000,41894615.13,106.207587
1400000000,41611350.76,105.8734151
1386000000,41327183.65,105.5369685
1372000000,41042101.75,105.1982084
1358000000,40756092.74,104.8570953
1344000000,40469143.99,104.5135883
1330000000,40181242.58,104.1676458
1316000000,39892375.27,103.8192245
1302000000,39602528.5,103.4682802
1288000000,39311688.34,103.1147674
1274000000,39019840.56,102.7586393
1260000000,38726970.51,102.3998474
1246000000,38433063.21,102.0383423
1232000000,38138103.26,101.6740726
1218000000,37842074.87,101.3069856
1204000000,37544961.82,100.937027
1190000000,37246747.44,100.5641408
1176000000,36947414.63,100.1882691
1162000000,36646945.8,99.80935215
1148000000,36345322.88,99.4273285
1134000000,36042527.28,99.04213451
1120000000,35738539.86,98.65370448
1106000000,35433340.97,98.26197051
1092000000,35126910.33,97.86686241
1078000000,34819227.09,97.46830757
1064000000,34510269.76,97.06623087
1050000000,34200016.19,96.66055453
1036000000,33888443.55,96.251198
1022000000,33575528.3,95.83807781
1008000000,33261246.13,95.42110746
994000000,32945571.96,95.00019719
980000000,32628479.89,94.57525389
966000000,32309943.15,94.14618088
952000000,31989934.09,93.71287774
938000000,31668424.08,93.27524008
924000000,31345383.53,92.83315935
910000000,31020781.79,92.3865226
896000000,30694587.13,91.93521225
882000000,30366766.65,91.47910577
868000000,30037286.23,91.01807546
854000000,29706110.5,90.55198808
840000000,29373202.73,90.08070457
826000000,29038524.75,89.60407966
812000000,28702036.91,89.12196151
798000000,28363697.95,88.63419125
784000000,28023464.94,88.14060258
770000000,27681293.17,87.64102124
756000000,27337136.02,87.13526452
742000000,26990944.9,86.62314065
728000000,26642669.04,86.10444818
714000000,26292255.44,85.5789753
700000000,25939648.66,85.04649911
686000000,25584790.69,84.50678478
672000000,25227620.77,83.95958468
658000000,24868075.17,83.40463738
644000000,24506087.05,82.84166659
630000000,24141586.14,82.27037996
616000000,23774498.57,81.69046777
602000000,23404746.56,81.10160151
588000000,23032248.1,80.50343225
574000000,22656916.65,79.89558885
560000000,22278660.77,79.277676
546000000,21897383.66,78.64927197
532000000,21512982.79,78.00992619
518000000,21125349.29,77.35915636
504000000,20734367.49,76.69644543
490000000,20339914.21,76.02123795
476000000,19941858.07,75.33293613
462000000,19540058.69,74.63089523
448000000,19134365.78,73.91441836
434000000,18724618.1,73.18275053
420000000,18310642.29,72.43507173
406000000,17892251.5,71.67048904
392000000,17469243.88,70.88802743
378000000,17041400.74,70.08661896
364000000,16608484.5,69.26509025
350000000,16170236.26,68.42214759
336000000,15726372.91,67.55635938
322000000,15276583.83,66.66613503
308000000,14820526.82,65.74969978
294000000,14357823.35,64.80506399
280000000,13888052.72,63.82998583
266000000,13410745.02,62.82192514
252000000,12925372.48,61.77798612
238000000,12431338.62,60.69484519
224000000,11927964.76,59.56865915
210000000,11414472.71,58.39494676
196000000,10889962.48,57.16843369
182000000,10353383.03,55.88284616
168000000,9803493.049,54.53063114
154000000,9238807.481,53.10256872
140000000,8657522.562,51.58722164
126000000,8057407.77,49.97013085
112000000,7435644.591,48.23259932
98000000,6788575.608,46.34977668
84000000,6111293.209,44.28748839
70000000,5396919.096,41.99664756
56000000,4635225.839,39.40257495
42000000,3809652.795,36.38222589
28000000,2889503.165,32.70735032
14000000,1801256.04,27.86222671
0,0,0
